Summary,url,Title,Post_Details,Bike Type,Brand,Trim/Edition,Model,Year,Mileage,Seller,Capacity,Price
"TVS Scooty Pept 201150,000 kmGalle, MotorbikesRs 135,00047 days",https://ikman.lk/en/ad/tvs-metro-pept-2011-for-sale-galle,TVS Scooty Pept 2011,"Posted on 25 Jan 4:36 pm, Ahangama, Galle",Scooters,TVS,Pept,Scooty Pept,2011,"50,000 km",sampath,90 cc,"135,000"
"TVS Scooty Pept 201280,000 kmMatara, MotorbikesRs 185,00035 days",https://ikman.lk/en/ad/tvs-scooty-pept-2012-for-sale-matara-63,TVS Scooty Pept 2012,"Posted on 09 Feb 8:13 am, Hakmana, Matara",Scooters,TVS,,Scooty Pept,2012,"80,000 km",Dinura Keshan,90 cc,"185,000"
"TVS Scooty Pept 201325,000 kmKurunegala, MotorbikesRs 179,00033 days",https://ikman.lk/en/ad/tvs-scooty-pept-2013-for-sale-kurunegala-1,TVS Scooty Pept 2013,"Posted on 23 Feb 9:15 am, Kurunegala City, Kurunegala",Scooters,TVS,,Scooty Pept,2013,"25,000 km",P I T Computer Systems,90 cc,"179,000"
"TVS Scooty Pept 201315,000 kmKalutara, MotorbikesRs 200,00033 days",https://ikman.lk/en/ad/tvs-scooty-pept-2013-for-sale-kalutara-1,TVS Scooty Pept 2013,"Posted on 09 Feb 2:43 pm, Horana, Kalutara",Scooters,TVS,2013,Scooty Pept,2013,"15,000 km",sanjeewa,90 cc,"200,000"
"TVS Scooty Pept 201738,000 kmKurunegala, MotorbikesRs 212,00046 days",https://ikman.lk/en/ad/tvs-scooty-pept-2017-for-sale-kurunegala,TVS Scooty Pept 2017,"Posted on 26 Jan 6:43 pm, Kurunegala City, Kurunegala",Scooters,TVS,,Scooty Pept,2017,"38,000 km",Uditha Madushan,110 cc,"212,000"
"TVS Scooty Pept 2017307,982 kmGalle, MotorbikesRs 260,00053 days",https://ikman.lk/en/ad/tvs-scooty-pept-2-2017-for-sale-galle,TVS Scooty Pept 2017,"Posted on 20 Jan 1:23 am, Hikkaduwa, Galle",Scooters,TVS,TVS,Scooty Pept,2017,"307,982 km",SH Chaminda,90 cc,"260,000"
"TVS Scooty Pept 201822,000 kmMatara, MotorbikesRs 265,00033 days",https://ikman.lk/en/ad/tvs-scooty-pept-good-condition-2018-for-sale-matara,TVS Scooty Pept 2018,"Posted on 09 Feb 9:46 am, Deniyaya, Matara",Scooters,TVS,TVS,Scooty Pept,2018,"22,000 km",Chamith Lakshan,100 cc,"265,000"
"TVS Scooty Pept 20195,000 kmKalutara, MotorbikesRs 275,00037 days",https://ikman.lk/en/ad/tvs-scooty-pept-2019-for-sale-kalutara-3,TVS Scooty Pept 2019,"Posted on 05 Feb 10:13 am, Kalutara City, Kalutara",Scooters,TVS,pept,Scooty Pept,2019,"5,000 km",s silva,100 cc,"275,000"
"TVS Scooty Zest 201613,522 kmMEMBERColombo, MotorbikesRs 255,00040 days",https://ikman.lk/en/ad/tvs-scooty-zest-2016-for-sale-colombo-100,TVS Scooty Zest 2016,"Posted on 22 Feb 12:51 pm, Boralesgamuwa, Colombo",Scooters,TVS,tvs,Scooty Zest,2016,"13,522 km",Ranul Motors,110 cc,"255,000"
"TVS Scooty Zest 201821,000 kmMEMBERColombo, MotorbikesRs 370,00050 days",https://ikman.lk/en/ad/tvs-scooty-zest-2018-for-sale-colombo-1,TVS Scooty Zest 2018,"Posted on 30 Jan 1:37 pm, Piliyandala, Colombo",Scooters,TVS,Tvs,Scooty Zest,2018,"21,000 km",Piliyandala Scooty Mart,110 cc,"370,000"
"TVS Scooty Zest BLACK 201521,000 kmMEMBERColombo, MotorbikesRs 290,00043 days",https://ikman.lk/en/ad/tvs-scooty-zest-black-2015-for-sale-colombo-1,TVS Scooty Zest BLACK 2015,"Posted on 28 Feb 5:10 pm, Piliyandala, Colombo",Scooters,TVS,BLACK,Scooty Zest,2015,"21,000 km",Piliyandala Scooty Mart,110 cc,"290,000"
"TVS Scooty Zest BLACK 201525,000 kmMEMBERColombo, MotorbikesRs 245,00047 days",https://ikman.lk/en/ad/tvs-scooty-zest-black-2015-for-sale-colombo,TVS Scooty Zest BLACK 2015,"Posted on 28 Feb 5:11 pm, Piliyandala, Colombo",Scooters,TVS,BLACK,Scooty Zest,2015,"25,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"245,000"
"TVS Scooty Zest BLUE 201621,000 kmMEMBERColombo, MotorbikesRs 285,00035 days",https://ikman.lk/en/ad/tvs-scooty-zest-blue-2016-for-sale-colombo,TVS Scooty Zest BLUE 2016,"Posted on 09 Feb 3:28 pm, Piliyandala, Colombo",Scooters,TVS,BLUE,Scooty Zest,2016,"21,000 km",Piliyandala Scooty Mart,110 cc,"285,000"
"TVS Scooty Zest BLUE 201621,000 kmMEMBERColombo, MotorbikesRs 270,00024 days",https://ikman.lk/en/ad/tvs-scooty-zest-blue-2016-for-sale-colombo-1,TVS Scooty Zest BLUE 2016,"Posted on 18 Feb 11:29 pm, Piliyandala, Colombo",Scooters,TVS,BLUE,Scooty Zest,2016,"21,000 km",Piliyandala Scooty Mart,110 cc,"270,000"
"TVS Scooty Zest Yellow 201817,000 kmMEMBERColombo, MotorbikesRs 150,00041 days",https://ikman.lk/en/ad/tvs-scooty-zest-yellow-2018-for-sale-colombo-3,TVS Scooty Zest Yellow 2018,"Posted on 17 Feb 7:16 am, Piliyandala, Colombo",Scooters,TVS,Yellow,Scooty Zest,2018,"17,000 km",Piliyandala Scooty Mart,100 cc,"150,000"
"TVS Scooty Zest YELLOW 201818,000 kmMEMBERColombo, MotorbikesRs 315,00029 days",https://ikman.lk/en/ad/tvs-scooty-zest-yellow-2018-for-sale-colombo-2,TVS Scooty Zest YELLOW 2018,"Posted on 17 Feb 1:44 pm, Piliyandala, Colombo",Motorbikes,TVS,YELLOW,Scooty Zest,2018,"18,000 km",Piliyandala Scooty Mart,110 cc,"315,000"
"TVS Scooty Zest Yellow 201819,000 kmMEMBERColombo, MotorbikesRs 310,00024 days",https://ikman.lk/en/ad/tvs-scooty-zest-yellow-2018-for-sale-colombo-5,TVS Scooty Zest Yellow 2018,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,TVS,Yellow,Scooty Zest,2018,"19,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"310,000"
"TVS Star City Plus 2017650,000 kmAmpara, MotorbikesRs 65,00033 days",https://ikman.lk/en/ad/tvs-star-city-plus-good-2017-for-sale-ampara,TVS Star City Plus 2017,"Posted on 09 Feb 3:55 am, Akkarepattu, Ampara",Motorbikes,TVS,Plus,Star City Plus,2017,"650,000 km",Fasahil Mn,110 cc,"65,000"
"TVS Star Sport (used) 2006150,000 kmKandy, MotorbikesRs 140,00026 days",https://ikman.lk/en/ad/tvs-star-sport-new-tyres-2006-for-sale-kandy,TVS Star Sport (used) 2006,"Posted on 17 Feb 9:30 am, Kandy City, Kandy",Motorbikes,TVS,(used),Star Sport,2006,"150,000 km",apsara,100 cc,"140,000"
"TVS Star Sport 100 200770,000 kmKegalle, MotorbikesRs 88,00039 days",https://ikman.lk/en/ad/tvs-star-sport-100-2007-for-sale-kegalle,TVS Star Sport 100 2007,"Posted on 07 Feb 10:41 am, Galigamuwa, Kegalle",Motorbikes,TVS,100,Star Sport,2007,"70,000 km",Gayan Rasika,100 cc,"88,000"
"TVS Star Sport 125 ES 201087,000 kmAmpara, MotorbikesRs 155,00059 days",https://ikman.lk/en/ad/tvs-star-sport-125-es-2010-for-sale-ampara-1,TVS Star Sport 125 ES 2010,"Posted on 23 Feb 2:35 am, Sainthamaruthu, Ampara",Motorbikes,TVS,125 ES,Star Sport,2010,"87,000 km",Farzan,125 cc,"155,000"
"TVS Star Sport 125 self start 201142,560 kmColombo, MotorbikesRs 110,00029 days",https://ikman.lk/en/ad/tvs-star-sport-125-self-start-2011-for-sale-colombo,TVS Star Sport 125 self start 2011,"Posted on 13 Feb 2:12 am, Nugegoda, Colombo",Motorbikes,TVS,125 self start,Star Sport,2011,"42,560 km",Dhanushka Yatawara,125 cc,"110,000"
"TVS Star Sport 200525,689 kmMEMBERKandy, MotorbikesRs 70,00059 days",https://ikman.lk/en/ad/tvs-star-sport-2005-for-sale-kandy-4,TVS Star Sport 2005,"Posted on 03 Mar 6:34 pm, Kandy City, Kandy",Motorbikes,TVS,2005,Star Sport,2005,"25,689 km",N-S Motors,125 cc,"70,000"
"TVS Star Sport 200675,000 kmGampaha, MotorbikesRs 89,00025 days",https://ikman.lk/en/ad/tvs-star-sport-no-2006-for-sale-gampaha,TVS Star Sport 2006,"Posted on 17 Feb 2:17 pm, Kadawatha, Gampaha",Motorbikes,TVS,2006,Star Sport,2006,"75,000 km",mendisenterprises,100 cc,"89,000"
"TVS Star Sport 200660,000 kmMatara, MotorbikesRs 75,00051 days",https://ikman.lk/en/ad/tvs-star-sport-2006-for-sale-matara-5,TVS Star Sport 2006,"Posted on 21 Jan 7:21 pm, Hakmana, Matara",Motorbikes,TVS,,Star Sport,2006,"60,000 km",Nimesh Theekshana,100 cc,"75,000"
"TVS Star Sport 200665,000 kmMEMBERColombo, MotorbikesRs 75,00038 days",https://ikman.lk/en/ad/tvs-star-sport-2006-for-sale-colombo-377,TVS Star Sport 2006,"Posted on 08 Mar 3:52 pm, Meegoda, Colombo",Motorbikes,TVS,,Star Sport,2006,"65,000 km",SHAN ENTERPRISES,100 cc,"75,000"
"TVS Star Sport 200655,000 kmKurunegala, MotorbikesRs 95,00060 days",https://ikman.lk/en/ad/tvs-star-sport-2006-for-sale-kurunegala-2,TVS Star Sport 2006,"Posted on 13 Jan 12:44 pm, Narammala, Kurunegala",Motorbikes,TVS,,Star Sport,2006,"55,000 km",Chamidu Hansika,100 cc,"95,000"
"TVS Star Sport 200765,000 kmKurunegala, MotorbikesRs 175,00033 days",https://ikman.lk/en/ad/tvs-star-sport-2007-for-sale-kurunegala-66,TVS Star Sport 2007,"Posted on 08 Feb 7:36 pm, Kurunegala City, Kurunegala",Motorbikes,TVS,,Star Sport,2007,"65,000 km",Sajith Mannapperuma,100 cc,"175,000"
"TVS Star Sport 200714,480 kmGalle, MotorbikesRs 80,00025 days",https://ikman.lk/en/ad/tvs-star-sport-2007-for-sale-galle-19,TVS Star Sport 2007,"Posted on 08 Mar 12:30 pm, Galle City, Galle",Motorbikes,TVS,,Star Sport,2007,"14,480 km",Sellfast | Rathgama | Vista,100 cc,"80,000"
"TVS Star Sport 200770,000 kmRatnapura, MotorbikesRs 95,00048 days",https://ikman.lk/en/ad/tvs-star-sport-2007-for-sale-ratnapura-65,TVS Star Sport 2007,"Posted on 27 Jan 1:15 am, Ratnapura City, Ratnapura",Motorbikes,TVS,Star,Star Sport,2007,"70,000 km",Tharindu D Lankathilaka,100 cc,"95,000"
"TVS Star Sport 200850,000 kmKurunegala, MotorbikesRs 75,00026 days",https://ikman.lk/en/ad/tvs-star-sport-2008-for-sale-kurunegala-36,TVS Star Sport 2008,"Posted on 17 Feb 9:56 am, Kurunegala City, Kurunegala",Motorbikes,TVS,,Star Sport,2008,"50,000 km",Chandana B Dissanayake,125 cc,"75,000"
"TVS Star Sport 201126,598 kmMEMBERKandy, MotorbikesRs 80,00059 days",https://ikman.lk/en/ad/tvs-star-sport-2011-for-sale-kandy-2,TVS Star Sport 2011,"Posted on 03 Mar 6:34 pm, Kandy City, Kandy",Motorbikes,TVS,2011,Star Sport,2011,"26,598 km",N-S Motors,125 cc,"80,000"
"TVS Star Sport 20122,864 kmKegalle, MotorbikesRs 155,00054 days",https://ikman.lk/en/ad/tvs-star-sport-g-2012-for-sale-kegalle,TVS Star Sport 2012,"Posted on 19 Jan 10:35 am, Kegalle City, Kegalle",Motorbikes,TVS,TVS,Star Sport,2012,"2,864 km",thalpeheewagenimesha madhurangi,110 cc,"155,000"
"TVS Star Sport 201232,000 kmMEMBERColombo, MotorbikesRs 155,00034 days",https://ikman.lk/en/ad/tvs-star-sport-2012-for-sale-colombo,TVS Star Sport 2012,"Posted on 08 Feb 10:54 am, Boralesgamuwa, Colombo",Motorbikes,TVS,TVS,Star Sport,2012,"32,000 km",Ranul Motors,125 cc,"155,000"
"TVS Star Sport 201347,429 kmGampaha, MotorbikesRs 150,00043 days",https://ikman.lk/en/ad/tvs-star-sport-2013-for-sale-gampaha,TVS Star Sport 2013,"Posted on 29 Jan 4:03 pm, Kiribathgoda, Gampaha",Motorbikes,TVS,,Star Sport,2013,"47,429 km",V.G.A.Perera,100 cc,"150,000"
"TVS Star Sport 201430,000 kmGampaha, MotorbikesRs 90,00024 days",https://ikman.lk/en/ad/tvs-star-sport-2014-for-sale-gampaha,TVS Star Sport 2014,"Posted on 18 Feb 10:36 am, Wattala, Gampaha",Motorbikes,TVS,,Star Sport,2014,"30,000 km",Anton,100 cc,"90,000"
"TVS Star Sport 201530,000 kmPuttalam, MotorbikesRs 155,00023 days",https://ikman.lk/en/ad/tvs-star-sport-2015-for-sale-puttalam,TVS Star Sport 2015,"Posted on 19 Feb 10:13 am, Puttalam City, Puttalam",Motorbikes,TVS,,Star Sport,2015,"30,000 km",Pradeep Dhananjaya,125 cc,"155,000"
"TVS Star Sport 20194,900 kmAnuradhapura, MotorbikesRs 340,00026 days",https://ikman.lk/en/ad/tvs-star-sport-2019-for-sale-anuradhapura,TVS Star Sport 2019,"Posted on 16 Feb 9:57 am, Anuradhapura City, Anuradhapura",Motorbikes,TVS,,Star Sport,2019,"4,900 km",Cajetan De Almeida,100 cc,"340,000"
"TVS Star Sport TN 5402 200836,000 kmBadulla, MotorbikesRs 95,00051 days",https://ikman.lk/en/ad/tvs-star-sport-tn-5402-2008-for-sale-badulla,TVS Star Sport TN 5402 2008,"Posted on 22 Jan 11:24 am, Mahiyanganaya, Badulla",Motorbikes,TVS,TN 5402,Star Sport,2008,"36,000 km",chamarapradeep,125 cc,"95,000"
"TVS Start City Ferro 200050,000 kmBatticaloa, MotorbikesRs 70,00037 days",https://ikman.lk/en/ad/tvs-start-city-ferro-2000-for-sale-batticaloa,TVS Start City Ferro 2000,"Posted on 05 Feb 7:35 am, Batticaloa City, Batticaloa",Motorbikes,TVS,Tvs Start City Ferro,Other Model,2000,"50,000 km",Muksith Muksith,150 cc,"70,000"
"TVS Streak (Used) 201123,000 kmHambantota, MotorbikesRs 155,00051 days",https://ikman.lk/en/ad/tvs-streak-used-2011-for-sale-hambantota,TVS Streak (Used) 2011,"Posted on 30 Jan 12:52 pm, Tangalla, Hambantota",Scooters,TVS,(Used),Streak,2011,"23,000 km",Chathura,90 cc,"155,000"
"TVS Streak 200948,000 kmKalutara, MotorbikesRs 120,00055 days",https://ikman.lk/en/ad/tvs-streak-2009-for-sale-kalutara-18,TVS Streak 2009,"Posted on 23 Jan 2:42 am, Panadura, Kalutara",Motorbikes,TVS,streak,Streak,2009,"48,000 km",gajanath,100 cc,"120,000"
"TVS Streak 2009521,634 kmColombo, MotorbikesRs 150,00026 days",https://ikman.lk/en/ad/tvs-streak-2009-for-sale-colombo-9,TVS Streak 2009,"Posted on 16 Feb 1:06 pm, Mount Lavinia, Colombo",Scooters,TVS,,Streak,2009,"521,634 km",Travelers Geography,100 cc,"150,000"
"TVS Streak 201150,000 kmGampaha, MotorbikesRs 155,00032 days",https://ikman.lk/en/ad/tvs-streak-2011-for-sale-gampaha-466,TVS Streak 2011,"Posted on 10 Feb 10:03 am, Veyangoda, Gampaha",Scooters,TVS,,Streak,2011,"50,000 km",sudasinghe,100 cc,"155,000"
"TVS Streak 201238,919 kmMEMBERPolonnaruwa, MotorbikesRs 185,00034 days",https://ikman.lk/en/ad/tvs-streak-2012-for-sale-polonnaruwa-14,TVS Streak 2012,"Posted on 23 Feb 3:31 pm, Polonnaruwa City, Polonnaruwa",Scooters,TVS,streak,Streak,2012,"38,919 km",PLS Motors & Credit (Pvt) Ltd,100 cc,"185,000"
"TVS Streak 201236,900 kmMEMBERKalutara, MotorbikesRs 115,00058 days",https://ikman.lk/en/ad/tvs-streak-2012-for-sale-kalutara-58,TVS Streak 2012,"Posted on 27 Feb 2:54 pm, Bandaragama, Kalutara",Scooters,TVS,tvs,Streak,2012,"36,900 km",Welegedara Motors,90 cc,"115,000"
